6	 0 5 21 10551408 1 0
8	 0 7 21 10551408 1 0
9	 0 8 22 10551408 1 0
10	 0 9 22 10551408 1 0
11	 0 10 22 10551408 1 0
3	 0 2 22 10551408 1 0
4	 0 3 22 10551408 1 22
5	 0 4 22 10551408 1 0
6	 0 5 22 10551408 1 0
8	 0 7 22 10551408 1 0
9	 0 8 23 10551408 1 0
10	 0 9 23 10551408 1 0
11	 0 10 23 10551408 1 0
3	 0 2 23 10551408 1 0
4	 0 3 23 10551408 1 23
5	 0 4 23 10551408 1 0
6	 0 5 23 10551408 1 0
8	 0 7 23 10551408 1 0
9	 0 8 24 10551408 1 0
10	 0 9 24 10551408 1 0
11	 0 10 24 10551408 1 0
3	 0 2 24 10551408 1 0
4	 0 3 24 10551408 1 24
5	 0 4 24 10551408 1 0
6	 0 5 24 10551408 1 0
8	 0 7 24 10551408 1 0
9	 0 8 25 10551408 1 0
10	 0 9 25 10551408 1 0
11	 0 10 25 10551408 1 0
3	 0 2 25 10551408 1 0
4	 0 3 25 10551408 1 25
5	 0 4 25 10551408 1 0
6	 0 5 25 10551408 1 0
8	 0 7 25 10551408 1 0
9	 0 8 26 10551408 1 0
10	 0 9 26 10551408 1 0
11	 0 10 26 10551408 1 0
3	 0 2 26 10551408 1 0
4	 0 3 26 10551408 1 26
5	 0 4 26 10551408 1 0
6	 0 5 26 10551408 1 0
8	 0 7 26 10551408 1 0
9	 0 8 27 10551408 1 0
10	 0 9 27 10551408 1 0
11	 0 10 27 10551408 1 0
3	 0 2 27 10551408 1 0
4	 0 3 27 10551408 1 27
5	 0 4 27 10551408 1 0
6	 0 5 27 10551408 1 0
8	 0 7 27 10551408 1 0
9	 0 8 28 10551408 1 0
10	 0 9 28 10551408 1 0
11	 0 10 28 10551408 1 0
3	 0 2 28 10551408 1 0
4	 0 3 28 10551408 1 28
5	 0 4 28 10551408 1 0
6	 0 5 28 10551408 1 0
8	 0 7 28 10551408 1 0
9	 0 8 29 10551408 1 0
10	 0 9 29 10551408 1 0
11	 0 10 29 10551408 1 0
3	 0 2 29 10551408 1 0
4	 0 3 29 10551408 1 29
5	 0 4 29 10551408 1 0
6	 0 5 29 10551408 1 0
8	 0 7 29 10551408 1 0
9	 0 8 30 10551408 1 0
10	 0 9 30 10551408 1 0
11	 0 10 30 10551408 1 0
3	 0 2 30 10551408 1 0
4	 0 3 30 10551408 1 30
5	 0 4 30 10551408 1 0
6	 0 5 30 10551408 1 0
8	 0 7 30 10551408 1 0
9	 0 8 31 10551408 1 0
10	 0 9 31 10551408 1 0
11	 0 10 31 10551408 1 0
3	 0 2 31 10551408 1 0
4	 0 3 31 10551408 1 31
5	 0 4 31 10551408 1 0
6	 0 5 31 10551408 1 0
8	 0 7 31 10551408 1 0
9	 0 8 32 10551408 1 0
10	 0 9 32 10551408 1 0
11	 0 10 32 10551408 1 0
3	 0 2 32 10551408 1 0
4	 0 3 32 10551408 1 32
5	 0 4 32 10551408 1 0
6	 0 5 32 10551408 1 0
8	 0 7 32 10551408 1 0
9	 0 8 33 10551408 1 0
10	 0 9 33 10551408 1 0
11	 0 10 33 10551408 1 0
3	 0 2 33 10551408 1 0
4	 0 3 33 10551408 1 33
5	 0 4 33 10551408 1 0
6	 0 5 33 10551408 1 0
8	 0 7 33 10551408 1 0
9	 0 8 34 10551408 1 0
10	 0 9 34 10551408 1 0
11	 0 10 34 10551408 1 0
3	 0 2 34 10551408 1 0
4	 0 3 34 10551408 1 34
5	 0 4 34 10551408 1 0
6	 0 5 34 10551408 1 0
8	 0 7 34 10551408 1 0
9	 0 8 35 10551408 1 0
10	 0 9 35 10551408 1 0
11	 0 10 35 10551408 1 0
3	 0 2 35 10551408 1 0
4	 0 3 35 10551408 1 35
5	 0 4 35 10551408 1 0
6	 0 5 35 10551408 1 0
8	 0 7 35 10551408 1 0
9	 0 8 36 10551408 1 0
10	 0 9 36 10551408 1 0
11	 0 10 36 10551408 1 0
3	 0 2 36 10551408 1 0
4	 0 3 36 10551408 1 36
5	 0 4 36 10551408 1 0
6	 0 5 36 10551408 1 0
8	 0 7 36 10551408 1 0
9	 0 8 37 10551408 1 0
10	 0 9 37 10551408 1 0
11	 0 10 37 10551408 1 0
3	 0 2 37 10551408 1 0
4	 0 3 37 10551408 1 37
5	 0 4 37 10551408 1 0
6	 0 5 37 10551408 1 0
8	 0 7 37 10551408 1 0
9	 0 8 38 10551408 1 0
10	 0 9 38 10551408 1 0
11	 0 10 38 10551408 1 0
3	 0 2 38 10551408 1 0
4	 0 3 38 10551408 1 38
5	 0 4 38 10551408 1 0
6	 0 5 38 10551408 1 0
8	 0 7 38 10551408 1 0
9	 0 8 39 10551408 1 0
10	 0 9 39 10551408 1 0
11	 0 10 39 10551408 1 0
3	 0 2 39 10551408 1 0
4	 0 3 39 10551408 1 39
5	 0 4 39 10551408 1 0
6	 0 5 39 10551408 1 0
8	 0 7 39 10551408 1 0
9	 0 8 40 10551408 1 0
10	 0 9 40 10551408 1 0
11	 0 10 40 10551408 1 0
3	 0 2 40 10551408 1 0
4	 0 3 40 10551408 1 40
5	 0 4 40 10551408 1 0
6	 0 5 40 10551408 1 0
8	 0 7 40 10551408 1 0
9	 0 8 41 10551408 1 0
10	 0 9 41 10551408 1 0
11	 0 10 41 10551408 1 0
3	 0 2 41 10551408 1 0
4	 0 3 41 10551408 1 41
5	 0 4 41 10551408 1 0
6	 0 5 41 10551408 1 0
8	 0 7 41 10551408 1 0
9	 0 8 42 10551408 1 0
10	 0 9 42 10551408 1 0
11	 0 10 42 10551408 1 0
3	 0 2 42 10551408 1 0
4	 0 3 42 10551408 1 42
5	 0 4 42 10551408 1 0
6	 0 5 42 10551408 1 0
8	 0 7 42 10551408 1 0
9	 0 8 43 10551408 1 0
10	 0 9 43 10551408 1 0
11	 0 10 43 10551408 1 0
3	 0 2 43 10551408 1 0
4	 0 3 43 10551408 1 43
5	 0 4 43 10551408 1 0
6	 0 5 43 10551408 1 0
8	 0 7 43 10551408 1 0
9	 0 8 44 10551408 1 0
10	 0 9 44 10551408 1 0
11	 0 10 44 10551408 1 0
3	 0 2 44 10551408 1 0
4	 0 3 44 10551408 1 44
5	 0 4 44 10551408 1 0
6	 0 5 44 10551408 1 0
8	 0 7 44 10551408 1 0
9	 0 8 45 10551408 1 0
10	 0 9 45 10551408 1 0
11	 0 10 45 10551408 1 0
3	 0 2 45 10551408 1 0
4	 0 3 45 10551408 1 45
5	 0 4 45 10551408 1 0
6	 0 5 45 10551408 1 0
8	 0 7 45 10551408 1 0
9	 0 8 46 10551408 1 0
10	 0 9 46 10551408 1 0
11	 0 10 46 10551408 1 0
3	 0 2 46 10551408 1 0
4	 0 3 46 10551408 1 46
5	 0 4 46 10551408 1 0
6	 0 5 46 10551408 1 0
8	 0 7 46 10551408 1 0
9	 0 8 47 10551408 1 0
10	 0 9 47 10551408 1 0
11	 0 10 47 10551408 1 0
3	 0 2 47 10551408 1 0
4	 0 3 47 10551408 1 47
5	 0 4 47 10551408 1 0
6	 0 5 47 10551408 1 0
8	 0 7 47 10551408 1 0
9	 0 8 48 10551408 1 0
10	 0 9 48 10551408 1 0
11	 0 10 48 10551408 1 0
3	 0 2 48 10551408 1 0
4	 0 3 48 10551408 1 48
5	 0 4 48 10551408 1 0
6	 0 5 48 10551408 1 0
8	 0 7 48 10551408 1 0
9	 0 8 49 10551408 1 0
10	 0 9 49 10551408 1 0
11	 0 10 49 10551408 1 0
3	 0 2 49 10551408 1 0
4	 0 3 49 10551408 1 49
5	 0 4 49 10551408 1 0
6	 0 5 49 10551408 1 0
8	 0 7 49 10551408 1 0
9	 0 8 50 10551408 1 0
10	 0 9 50 10551408 1 0
11	 0 10 50 10551408 1 0
3	 0 2 50 10551408 1 0
4	 0 3 50 10551408 1 50
5	 0 4 50 10551408 1 0
6	 0 5 50 10551408 1 0
8	 0 7 50 10551408 1 0
9	 0 8 51 10551408 1 0
10	 0 9 51 10551408 1 0
11	 0 10 51 10551408 1 0
3	 0 2 51 10551408 1 0
4	 0 3 51 10551408 1 51
5	 0 4 51 10551408 1 0
6	 0 5 51 10551408 1 0
8	 0 7 51 10551408 1 0
9	 0 8 52 10551408 1 0
10	 0 9 52 10551408 1 0
11	 0 10 52 10551408 1 0
3	 0 2 52 10551408 1 0
4	 0 3 52 10551408 1 52
5	 0 4 52 10551408 1 0
6	 0 5 52 10551408 1 0
8	 0 7 52 10551408 1 0
9	 0 8 53 10551408 1 0
10	 0 9 53 10551408 1 0
11	 0 10 53 10551408 1 0
3	 0 2 53 10551408 1 0
4	 0 3 53 10551408 1 53
5	 0 4 53 10551408 1 0
6	 0 5 53 10551408 1 0
8	 0 7 53 10551408 1 0
9	 0 8 54 10551408 1 0
10	 0 9 54 10551408 1 0
11	 0 10 54 10551408 1 0
3	 0 2 54 10551408 1 0
4	 0 3 54 10551408 1 54
5	 0 4 54 10551408 1 0
6	 0 5 54 10551408 1 0
8	 0 7 54 10551408 1 0
9	 0 8 55 10551408 1 0
10	 0 9 55 10551408 1 0
11	 0 10 55 10551408 1 0
3	 0 2 55 10551408 1 0
4	 0 3 55 10551408 1 55
5	 0 4 55 10551408 1 0
6	 0 5 55 10551408 1 0
8	 0 7 55 10551408 1 0
9	 0 8 56 10551408 1 0
10	 0 9 56 10551408 1 0
11	 0 10 56 10551408 1 0
3	 0 2 56 10551408 1 0
4	 0 3 56 10551408 1 56
5	 0 4 56 10551408 1 0
6	 0 5 56 10551408 1 0
8	 0 7 56 10551408 1 0
9	 0 8 57 10551408 1 0
10	 0 9 57 10551408 1 0
11	 0 10 57 10551408 1 0
3	 0 2 57 10551408 1 0
4	 0 3 57 10551408 1 57
5	 0 4 57 10551408 1 0
6	 0 5 57 10551408 1 0
8	 0 7 57 10551408 1 0
9	 0 8 58 10551408 1 0
10	 0 9 58 10551408 1 0
11	 0 10 58 10551408 1 0
3	 0 2 58 10551408 1 0
4	 0 3 58 10551408 1 58
5	 0 4 58 10551408 1 0
6	 0 5 58 10551408 1 0
8	 0 7 58 10551408 1 0
9	 0 8 59 10551408 1 0
10	 0 9 59 10551408 1 0
11	 0 10 59 10551408 1 0
3	 0 2 59 10551408 1 0
4	 0 3 59 10551408 1 59
5	 0 4 59 10551408 1 0
6	 0 5 59 10551408 1 0
8	 0 7 59 10551408 1 0
9	 0 8 60 10551408 1 0
10	 0 9 60 10551408 1 0
11	 0 10 60 10551408 1 0
3	 0 2 60 10551408 1 0
4	 0 3 60 10551408 1 60
5	 0 4 60 10551408 1 0
6	 0 5 60 10551408 1 0
8	 0 7 60 10551408 1 0
9	 0 8 61 10551408 1 0
10	 0 9 61 10551408 1 0
11	 0 10 61 10551408 1 0
3	 0 2 61 10551408 1 0
4	 0 3 61 10551408 1 61
5	 0 4 61 10551408 1 0
6	 0 5 61 10551408 1 0
8	 0 7 61 10551408 1 0
9	 0 8 62 10551408 1 0
10	 0 9 62 10551408 1 0
11	 0 10 62 10551408 1 0
3	 0 2 62 10551408 1 0
4	 0 3 62 10551408 1 62
5	 0 4 62 10551408 1 0
6	 0 5 62 10551408 1 0
8	 0 7 62 10551408 1 0
9	 0 8 63 10551408 1 0
10	 0 9 63 10551408 1 0
11	 0 10 63 10551408 1 0
3	 0 2 63 10551408 1 0
4	 0 3 63 10551408 1 63
5	 0 4 63 10551408 1 0
6	 0 5 63 10551408 1 0
8	 0 7 63 10551408 1 0
9	 0 8 64 10551408 1 0
10	 0 9 64 10551408 1 0
11	 0 10 64 10551408 1 0
3	 0 2 64 10551408 1 0
4	 0 3 64 10551408 1 64
5	 0 4 64 10551408 1 0
6	 0 5 64 10551408 1 0
8	 0 7 64 10551408 1 0
9	 0 8 65 10551408 1 0
10	 0 9 65 10551408 1 0
11	 0 10 65 10551408 1 0
3	 0 2 65 10551408 1 0
4	 0 3 65 10551408 1 65
5	 0 4 65 10551408 1 0
6	 0 5 65 10551408 1 0
8	 0 7 65 10551408 1 0
9	 0 8 66 10551408 1 0
10	 0 9 66 10551408 1 0
11	 0 10 66 10551408 1 0
3	 0 2 66 10551408 1 0
4	 0 3 66 10551408 1 66
5	 0 4 66 10551408 1 0
6	 0 5 66 10551408 1 0
8	 0 7 66 10551408 1 0
9	 0 8 67 10551408 1 0
10	 0 9 67 10551408 1 0
11	 0 10 67 10551408 1 0
3	 0 2 67 10551408 1 0
4	 0 3 67 10551408 1 67
5	 0 4 67 10551408 1 0
6	 0 5 67 10551408 1 0
8	 0 7 67 10551408 1 0
9	 0 8 68 10551408 1 0
10	 0 9 68 10551408 1 0
11	 0 10 68 10551408 1 0
3	 0 2 68 10551408 1 0
4	 0 3 68 10551408 1 68
5	 0 4 68 10551408 1 0
6	 0 5 68 10551408 1 0
8	 0 7 68 10551408 1 0
9	 0 8 69 10551408 1 0
10	 0 9 69 10551408 1 0
11	 0 10 69 10551408 1 0
3	 0 2 69 10551408 1 0
4	 0 3 69 10551408 1 69
5	 0 4 69 10551408 1 0
6	 0 5 69 10551408 1 0
8	 0 7 69 10551408 1 0
9	 0 8 70 10551408 1 0
10	 0 9 70 10551408 1 0
11	 0 10 70 10551408 1 0
3	 0 2 70 10551408 1 0
4	 0 3 70 10551408 1 70
5	 0 4 70 10551408 1 0
6	 0 5 70 10551408 1 0
8	 0 7 70 10551408 1 0
9	 0 8 71 10551408 1 0
10	 0 9 71 10551408 1 0
11	 0 10 71 10551408 1 0
3	 0 2 71 10551408 1 0
4	 0 3 71 10551408 1 71
5	 0 4 71 10551408 1 0
6	 0 5 71 10551408 1 0
8	 0 7 71 10551408 1 0
9	 0 8 72 10551408 1 0
10	 0 9 72 10551408 1 0
11	 0 10 72 10551408 1 0
3	 0 2 72 10551408 1 0
4	 0 3 72 10551408 1 72
5	 0 4 72 10551408 1 0
6	 0 5 72 10551408 1 0
8	 0 7 72 10551408 1 0
9	 0 8 73 10551408 1 0
10	 0 9 73 10551408 1 0
11	 0 10 73 10551408 1 0
3	 0 2 73 10551408 1 0
4	 0 3 73 10551408 1 73
5	 0 4 73 10551408 1 0
6	 0 5 73 10551408 1 0
8	 0 7 73 10551408 1 0
9	 0 8 74 10551408 1 0
10	 0 9 74 10551408 1 0
11	 0 10 74 10551408 1 0
3	 0 2 74 10551408 1 0
4	 0 3 74 10551408 1 74
5	 0 4 74 10551408 1 0
6	 0 5 74 10551408 1 0
8	 0 7 74 10551408 1 0
9	 0 8 75 10551408 1 0
10	 0 9 75 10551408 1 0
11	 0 10 75 10551408 1 0
3	 0 2 75 10551408 1 0
4	 0 3 75 10551408 1 75
5	 0 4 75 10551408 1 0
6	 0 5 75 10551408 1 0
8	 0 7 75 10551408 1 0
9	 0 8 76 10551408 1 0
10	 0 9 76 10551408 1 0
11	 0 10 76 10551408 1 0
3	 0 2 76 10551408 1 0
4	 0 3 76 10551408 1 76
5	 0 4 76 10551408 1 0
6	 0 5 76 10551408 1 0
8	 0 7 76 10551408 1 0
9	 0 8 77 10551408 1 0
10	 0 9 77 10551408 1 0
11	 0 10 77 10551408 1 0
3	 0 2 77 10551408 1 0
4	 0 3 77 10551408 1 77
5	 0 4 77 10551408 1 0
6	 0 5 77 10551408 1 0
8	 0 7 77 10551408 1 0
9	 0 8 78 10551408 1 0
10	 0 9 78 10551408 1 0
11	 0 10 78 10551408 1 0
3	 0 2 78 10551408 1 0
4	 0 3 78 10551408 1 78
5	 0 4 78 10551408 1 0
6	 0 5 78 10551408 1 0
8	 0 7 78 10551408 1 0
9	 0 8 79 10551408 1 0
10	 0 9 79 10551408 1 0
11	 0 10 79 10551408 1 0
3	 0 2 79 10551408 1 0
4	 0 3 79 10551408 1 79
5	 0 4 79 10551408 1 0
6	 0 5 79 10551408 1 0
8	 0 7 79 10551408 1 0
9	 0 8 80 10551408 1 0
10	 0 9 80 10551408 1 0
11	 0 10 80 10551408 1 0
3	 0 2 80 10551408 1 0
4	 0 3 80 10551408 1 80
5	 0 4 80 10551408 1 0
6	 0 5 80 10551408 1 0
8	 0 7 80 10551408 1 0
9	 0 8 81 10551408 1 0
10	 0 9 81 10551408 1 0
11	 0 10 81 10551408 1 0
3	 0 2 81 10551408 1 0
4	 0 3 81 10551408 1 81
5	 0 4 81 10551408 1 0
6	 0 5 81 10551408 1 0
8	 0 7 81 10551408 1 0
9	 0 8 82 10551408 1 0
10	 0 9 82 10551408 1 0
11	 0 10 82 10551408 1 0
3	 0 2 82 10551408 1 0
4	 0 3 82 10551408 1 82
5	 0 4 82 10551408 1 0
6	 0 5 82 10551408 1 0
8	 0 7 82 10551408 1 0
9	 0 8 83 10551408 1 0
10	 0 9 83 10551408 1 0
11	 0 10 83 10551408 1 0
3	 0 2 83 10551408 1 0
4	 0 3 83 10551408 1 83
5	 0 4 83 10551408 1 0
6	 0 5 83 10551408 1 0
8	 0 7 83 10551408 1 0
9	 0 8 84 10551408 1 0
10	 0 9 84 10551408 1 0
11	 0 10 84 10551408 1 0
3	 0 2 84 10551408 1 0
4	 0 3 84 10551408 1 84
5	 0 4 84 10551408 1 0
6	 0 5 84 10551408 1 0
8	 0 7 84 10551408 1 0
9	 0 8 85 10551408 1 0
10	 0 9 85 10551408 1 0
11	 0 10 85 10551408 1 0
3	 0 2 85 10551408 1 0
4	 0 3 85 10551408 1 85
5	 0 4 85 10551408 1 0
6	 0 5 85 10551408 1 0
8	 0 7 85 10551408 1 0
9	 0 8 86 10551408 1 0
10	 0 9 86 10551408 1 0
11	 0 10 86 10551408 1 0
3	 0 2 86 10551408 1 0
4	 0 3 86 10551408 1 86
5	 0 4 86 10551408 1 0
6	 0 5 86 10551408 1 0
8	 0 7 86 10551408 1 0
9	 0 8 87 10551408 1 0
10	 0 9 87 10551408 1 0
11	 0 10 87 10551408 1 0
3	 0 2 87 10551408 1 0
4	 0 3 87 10551408 1 87
5	 0 4 87 10551408 1 0
6	 0 5 87 10551408 1 0
8	 0 7 87 10551408 1 0
9	 0 8 88 10551408 1 0
10	 0 9 88 10551408 1 0
11	 0 10 88 10551408 1 0
3	 0 2 88 10551408 1 0
4	 0 3 88 10551408 1 88
5	 0 4 88 10551408 1 0
6	 0 5 88 10551408 1 0
8	 0 7 88 10551408 1 0
9	 0 8 89 10551408 1 0
10	 0 9 89 10551408 1 0
11	 0 10 89 10551408 1 0
3	 0 2 89 10551408 1 0
4	 0 3 89 10551408 1 89
5	 0 4 89 10551408 1 0
6	 0 5 89 10551408 1 0
8	 0 7 89 10551408 1 0
9	 0 8 90 10551408 1 0
10	 0 9 90 10551408 1 0
11	 0 10 90 10551408 1 0
3	 0 2 90 10551408 1 0
4	 0 3 90 10551408 1 90
5	 0 4 90 10551408 1 0
6	 0 5 90 10551408 1 0
8	 0 7 90 10551408 1 0
9	 0 8 91 10551408 1 0
10	 0 9 91 10551408 1 0
11	 0 10 91 10551408 1 0
3	 0 2 91 10551408 1 0
4	 0 3 91 10551408 1 91
5	 0 4 91 10551408 1 0
6	 0 5 91 10551408 1 0
8	 0 7 91 10551408 1 0
9	 0 8 92 10551408 1 0
10	 0 9 92 10551408 1 0
11	 0 10 92 10551408 1 0
3	 0 2 92 10551408 1 0
4	 0 3 92 10551408 1 92
5	 0 4 92 10551408 1 0
6	 0 5 92 10551408 1 0
8	 0 7 92 10551408 1 0
9	 0 8 93 10551408 1 0
10	 0 9 93 10551408 1 0
11	 0 10 93 10551408 1 0
3	 0 2 93 10551408 1 0
4	 0 3 93 10551408 1 93
5	 0 4 93 10551408 1 0
6	 0 5 93 10551408 1 0
8	 0 7 93 10551408 1 0
9	 0 8 94 10551408 1 0
10	 0 9 94 10551408 1 0
11	 0 10 94 10551408 1 0
3	 0 2 94 10551408 1 0
4	 0 3 94 10551408 1 94
5	 0 4 94 10551408 1 0
6	 0 5 94 10551408 1 0
8	 0 7 94 10551408 1 0
9	 0 8 95 10551408 1 0
10	 0 9 95 10551408 1 0
11	 0 10 95 10551408 1 0
3	 0 2 95 10551408 1 0
4	 0 3 95 10551408 1 95
5	 0 4 95 10551408 1 0
6	 0 5 95 10551408 1 0
8	 0 7 95 10551408 1 0
9	 0 8 96 10551408 1 0
10	 0 9 96 10551408 1 0
11	 0 10 96 10551408 1 0
3	 0 2 96 10551408 1 0
4	 0 3 96 10551408 1 96
5	 0 4 96 10551408 1 0
6	 0 5 96 10551408 1 0
8	 0 7 96 10551408 1 0
9	 0 8 97 10551408 1 0
10	 0 9 97 10551408 1 0
11	 0 10 97 10551408 1 0
3	 0 2 97 10551408 1 0
4	 0 3 97 10551408 1 97
5	 0 4 97 10551408 1 0
6	 0 5 97 10551408 1 0
8	 0 7 97 10551408 1 0
9	 0 8 98 10551408 1 0
10	 0 9 98 10551408 1 0
11	 0 10 98 10551408 1 0
3	 0 2 98 10551408 1 0
4	 0 3 98 10551408 1 98
5	 0 4 98 10551408 1 0
6	 0 5 98 10551408 1 0
8	 0 7 98 10551408 1 0
9	 0 8 99 10551408 1 0
10	 0 9 99 10551408 1 0
11	 0 10 99 10551408 1 0
3	 0 2 99 10551408 1 0
4	 0 3 99 10551408 1 99
5	 0 4 99 10551408 1 0
6	 0 5 99 10551408 1 0
8	 0 7 99 10551408 1 0
9	 0 8 100 10551408 1 0
10	 0 9 100 10551408 1 0
11	 0 10 100 10551408 1 0
3	 0 2 100 10551408 1 0
4	 0 3 100 10551408 1 100
5	 0 4 100 10551408 1 0
6	 0 5 100 10551408 1 0
8	 0 7 100 10551408 1 0
9	 0 8 101 10551408 1 0
10	 0 9 101 10551408 1 0
11	 0 10 101 10551408 1 0
3	 0 2 101 10551408 1 0
4	 0 3 101 10551408 1 101
5	 0 4 101 10551408 1 0
